Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
bairro	NOUN	0	26	11	0	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
25	['NOUN', 'VERB', 'ADV', 'VERB', 'SCONJ', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']	[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	26	25	1	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
simfecharam	VERB	1	27	0	0	simfecharam um avenida e assaltaram ela todapincharam
um	DET	0	27	1	0	simfecharam um avenida e assaltaram ela todapincharam
avenida	NOUN	0	27	2	0	simfecharam um avenida e assaltaram ela todapincharam
e	CCONJ	0	27	3	0	simfecharam um avenida e assaltaram ela todapincharam
assaltaram	VERB	1	27	4	0	simfecharam um avenida e assaltaram ela todapincharam
ela	PRON	0	27	5	0	simfecharam um avenida e assaltaram ela todapincharam
todapincharam	VERB	1	27	6	0	simfecharam um avenida e assaltaram ela todapincharam
26	['VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'VERB']	[1, 0, 0, 0, 1, 0, 1]	27	26	1	simfecharam um avenida e assaltaram ela todapincharam
uba	PROPN	1	28	0	0	uba policia militar recupera veiculo furtado no bairro sao domingos
policia	PROPN	1	28	1	0	uba policia militar recupera veiculo furtado no bairro sao domingos
militar	ADJ	0	28	2	0	uba policia militar recupera veiculo furtado no bairro sao domingos
recupera	VERB	0	28	3	0	uba policia militar recupera veiculo furtado no bairro sao domingos
veiculo	NOUN	1	28	4	0	uba policia militar recupera veiculo furtado no bairro sao domingos
furtado	VERB	1	28	5	0	uba policia militar recupera veiculo furtado no bairro sao domingos
no	ADP	0	28	6	0	uba policia militar recupera veiculo furtado no bairro sao domingos
bairro	NOUN	0	28	7	0	uba policia militar recupera veiculo furtado no bairro sao domingos
sao	AUX	1	28	8	0	uba policia militar recupera veiculo furtado no bairro sao domingos
domingos	ADJ	0	28	9	0	uba policia militar recupera veiculo furtado no bairro sao domingos
27	['PROPN', 'PROPN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'AUX', 'ADJ']	[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]	28	27	1	uba policia militar recupera veiculo furtado no bairro sao domingos
eptvoficial	NOUN	1	29	0	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
quanto	ADV	0	29	1	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
aos	DET	0	29	2	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
furtos	NOUN	1	29	3	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
da	ADP	0	29	4	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
avenida	NOUN	0	29	5	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
d	PROPN	0	29	6	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
pedro	PROPN	1	29	7	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
i	PROPN	0	29	8	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nada	PRON	0	29	9	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
muda	VERB	0	29	10	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
se	SCONJ	0	29	11	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	PRON	1	29	12	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
haverem	VERB	1	29	13	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
boletins	NOUN	1	29	14	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
de	ADP	0	29	15	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
ocorrencia	NOUN	1	29	16	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
sem	SCONJ	0	29	17	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
dado	VERB	0	29	18	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	NOUN	1	29	19	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
ha	ADJ	0	29	20	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
porque	SCONJ	0	29	21	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
haver	VERB	0	29	22	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
mais	DET	0	29	23	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
policiamento	NOUN	1	29	24	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
28	['NOUN', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN']	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	29	28	1	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	INTJ	1	30	0	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	1	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
mecanica	NOUN	1	30	2	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
n	PROPN	0	30	3	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
tava	AUX	1	30	4	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
sendo	AUX	0	30	5	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
assaltada	VERB	1	30	6	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nem	CCONJ	0	30	7	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nada	PRON	0	30	8	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
do	ADP	0	30	9	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
genero	PROPN	1	30	10	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
so	PROPN	0	30	11	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
tavam	VERB	1	30	12	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
arrumando	VERB	1	30	13	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	14	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
viatura	NOUN	1	30	15	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
mesmo	ADV	0	30	16	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
e	CCONJ	0	30	17	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
fizeram	VERB	0	30	18	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
um	DET	0	30	19	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
show	NOUN	0	30	20	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
com	ADP	0	30	21	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
direito	NOUN	0	30	22	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	23	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
arma	NOUN	0	30	24	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
no	ADP	0	30	25	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
meio	NOUN	0	30	26	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
da	ADP	0	30	27	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
avenida	NOUN	0	30	28	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
kkkk	ADJ	1	30	29	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
imagina	VERB	1	30	30	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
se	PRON	0	30	31	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
atira	VERB	1	30	32	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
sem	SCONJ	0	30	33	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
querer	VERB	0	30	34	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
em	ADP	0	30	35	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
alguem	PRON	1	30	36	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
e	CCONJ	0	30	37	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
muita	DET	0	30	38	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
irresponsabilidade	NOUN	1	30	39	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
29	['INTJ', 'DET', 'NOUN', 'PROPN', 'AUX', 'AUX', 'VERB', 'CCONJ', 'PRON', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'PRON', 'VERB', 'SCONJ', 'VERB', 'ADP', 'PRON', 'CCONJ', 'DET', 'NOUN']	[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]	30	29	1	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nao	ADV	1	31	0	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
podemos	VERB	0	31	1	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
nos	SCONJ	0	31	2	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
calar	VERB	1	31	3	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
a	DET	0	31	4	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
direita	NOUN	0	31	5	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	6	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
muito	ADV	0	31	7	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
maior	ADJ	0	31	8	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
no	ADP	0	31	9	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
brasil	PROPN	1	31	10	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
o	PRON	0	31	11	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
que	PRON	0	31	12	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
falta	NOUN	0	31	13	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	14	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
organizacao	NOUN	1	31	15	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	16	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
coragem	NOUN	0	31	17	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
de	SCONJ	0	31	18	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
enfrentar	VERB	0	31	19	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
os	DET	0	31	20	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
ataques	NOUN	0	31	21	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
da	ADP	0	31	22	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
esquerda	NOUN	0	31	23	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
vamos	VERB	0	31	24	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
pra	ADP	0	31	25	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
rua	NOUN	0	31	26	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
c	PUNCT	0	31	27	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
toda	DET	0	31	28	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
forca	NOUN	1	31	29	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
justos	ADJ	1	31	30	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
somos	AUX	1	31	31	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
mais	ADV	0	31	32	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
fortes	ADJ	0	31	33	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
30	['ADV', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADJ', 'ADP', 'PROPN', 'PRON', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'AUX', 'ADV', 'ADJ']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	31	30	1	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
usar	VERB	0	32	0	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
o	DET	0	32	1	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
incidente	NOUN	0	32	2	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
brancoamarelo	ADJ	1	32	3	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
como	ADP	0	32	4	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
desculpa	NOUN	1	32	5	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
nem	CCONJ	0	32	6	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
todos	DET	0	32	7	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
os	DET	0	32	8	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
gays	NOUN	1	32	9	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
sao	VERB	1	32	10	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
como	ADP	0	32	11	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
aqueles	DET	0	32	12	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
mano	NOUN	0	32	13	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
queria	VERB	0	32	14	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
muito	ADV	0	32	15	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
saber	VERB	0	32	16	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
o	PRON	0	32	17	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
que	PRON	0	32	18	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
foi	AUX	0	32	19	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
esse	DET	0	32	20	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
