Token	POS-Tag	OOV	Id	Index	Documento
da	ADP	0	21	31	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
praia	PROPN	0	21	32	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
da	ADP	0	21	33	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
leste	NOUN	0	21	34	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
em	ADP	0	21	35	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
fortaleza	NOUN	0	21	36	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
ce	PROPN	0	21	37	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
quando	ADV	0	21	38	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
walter	PROPN	1	21	39	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
foi	AUX	0	21	40	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
mudar	VERB	0	21	41	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
de	ADP	0	21	42	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
pista	NOUN	0	21	43	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
aca	ADJ	0	21	44	uma briga de transito acabou na morte de walter gomes de azevedo de 38 anos na manha do dia 19 de setembro o incidente aconteceu na movimentada avenida filemon gomes perto da praia da leste em fortaleza ce quando walter foi mudar de pista aca
por	ADP	0	22	0	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
isso	PRON	0	22	1	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
a	ADP	0	22	2	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
normalizacao	NOUN	1	22	3	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
desses	ADP	0	22	4	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
ataques	NOUN	0	22	5	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
em	ADP	0	22	6	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
plena	ADJ	0	22	7	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
rua	NOUN	0	22	8	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
ninguem	ADV	1	22	9	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
faz	VERB	0	22	10	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
nada	PRON	0	22	11	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
isso	PRON	0	22	12	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
e	CCONJ	0	22	13	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
um	DET	0	22	14	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
absurdo	ADJ	1	22	15	por isso a normalizacao desses ataques em plena rua ninguem faz nada isso e um absurdo
ataques	NOUN	0	23	0	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
violentos	ADJ	0	23	1	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
a	ADP	0	23	2	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
escolas	NOUN	0	23	3	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
ja	PROPN	0	23	4	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
deixaram	VERB	0	23	5	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
6	NUM	0	23	6	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
mortos	NOUN	0	23	7	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
neste	ADP	0	23	8	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
ano	NOUN	0	23	9	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
relembre	VERB	1	23	10	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
os	DET	0	23	11	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
casos	NOUN	0	23	12	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
em	ADP	0	23	13	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
abril	NOUN	0	23	14	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
um	DET	0	23	15	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
homem	NOUN	0	23	16	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
de	ADP	0	23	17	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
25	NUM	0	23	18	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
anos	NOUN	0	23	19	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
invadiu	VERB	0	23	20	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
a	DET	0	23	21	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
creche	PROPN	1	23	22	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
cantinho	NOUN	1	23	23	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
do	ADP	0	23	24	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
bom	ADJ	0	23	25	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
pastor	NOUN	0	23	26	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
no	ADP	0	23	27	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
bairro	NOUN	0	23	28	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
velha	ADJ	0	23	29	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
e	CCONJ	0	23	30	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
matou	VERB	0	23	31	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
as	DET	0	23	32	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
quatro	NUM	0	23	33	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
criancas	NOUN	1	23	34	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
diarioregional	ADJ	1	23	35	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
ataques	NOUN	0	23	36	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
escolas	NOUN	0	23	37	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
mortes	NOUN	0	23	38	ataques violentos a escolas ja deixaram 6 mortos neste ano relembre os casos em abril um homem de 25 anos invadiu a creche cantinho do bom pastor no bairro velha e matou as quatro criancas diarioregional ataques escolas mortes
policiais	NOUN	0	24	0	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
militares	ADJ	0	24	1	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
recuperam	VERB	1	24	2	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
veiculo	NOUN	1	24	3	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
roubado	VERB	0	24	4	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
na	ADP	0	24	5	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
avenida	NOUN	0	24	6	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
brasil	PROPN	1	24	7	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
odia	VERB	1	24	8	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
policia	NOUN	1	24	9	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
roubo	ADJ	0	24	10	policiais militares recuperam veiculo roubado na avenida brasil odia policia roubo
clinica	NOUN	1	25	0	clinica medica na avenida primeiro de maio e furtada leia mais
medica	ADJ	0	25	1	clinica medica na avenida primeiro de maio e furtada leia mais
na	ADP	0	25	2	clinica medica na avenida primeiro de maio e furtada leia mais
avenida	NOUN	0	25	3	clinica medica na avenida primeiro de maio e furtada leia mais
primeiro	ADV	0	25	4	clinica medica na avenida primeiro de maio e furtada leia mais
de	ADP	0	25	5	clinica medica na avenida primeiro de maio e furtada leia mais
maio	NOUN	0	25	6	clinica medica na avenida primeiro de maio e furtada leia mais
e	CCONJ	0	25	7	clinica medica na avenida primeiro de maio e furtada leia mais
furtada	VERB	1	25	8	clinica medica na avenida primeiro de maio e furtada leia mais
leia	VERB	1	25	9	clinica medica na avenida primeiro de maio e furtada leia mais
mais	ADV	0	25	10	clinica medica na avenida primeiro de maio e furtada leia mais
nao	NOUN	1	26	0	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
aguento	VERB	1	26	1	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
mais	ADV	0	26	2	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
achar	VERB	0	26	3	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
que	SCONJ	0	26	4	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
vou	AUX	0	26	5	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
ser	AUX	0	26	6	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
assaltada	VERB	1	26	7	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
nessa	ADP	0	26	8	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
porcaria	NOUN	1	26	9	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
de	ADP	0	26	10	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
bairro	NOUN	0	26	11	nao aguento mais achar que vou ser assaltada nessa porcaria de bairro
simfecharam	VERB	1	27	0	simfecharam um avenida e assaltaram ela todapincharam
um	DET	0	27	1	simfecharam um avenida e assaltaram ela todapincharam
avenida	NOUN	0	27	2	simfecharam um avenida e assaltaram ela todapincharam
e	CCONJ	0	27	3	simfecharam um avenida e assaltaram ela todapincharam
assaltaram	VERB	1	27	4	simfecharam um avenida e assaltaram ela todapincharam
ela	PRON	0	27	5	simfecharam um avenida e assaltaram ela todapincharam
todapincharam	VERB	1	27	6	simfecharam um avenida e assaltaram ela todapincharam
uba	PROPN	1	28	0	uba policia militar recupera veiculo furtado no bairro sao domingos
policia	PROPN	1	28	1	uba policia militar recupera veiculo furtado no bairro sao domingos
militar	ADJ	0	28	2	uba policia militar recupera veiculo furtado no bairro sao domingos
recupera	VERB	0	28	3	uba policia militar recupera veiculo furtado no bairro sao domingos
veiculo	NOUN	1	28	4	uba policia militar recupera veiculo furtado no bairro sao domingos
furtado	VERB	1	28	5	uba policia militar recupera veiculo furtado no bairro sao domingos
no	ADP	0	28	6	uba policia militar recupera veiculo furtado no bairro sao domingos
bairro	NOUN	0	28	7	uba policia militar recupera veiculo furtado no bairro sao domingos
sao	AUX	1	28	8	uba policia militar recupera veiculo furtado no bairro sao domingos
domingos	ADJ	0	28	9	uba policia militar recupera veiculo furtado no bairro sao domingos
eptvoficial	NOUN	1	29	0	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
quanto	ADV	0	29	1	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
aos	DET	0	29	2	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
furtos	NOUN	1	29	3	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
da	ADP	0	29	4	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
avenida	NOUN	0	29	5	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
d	PROPN	0	29	6	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
pedro	PROPN	1	29	7	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
i	PROPN	0	29	8	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nada	PRON	0	29	9	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
muda	VERB	0	29	10	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
se	SCONJ	0	29	11	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	PRON	1	29	12	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
haverem	VERB	1	29	13	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
boletins	NOUN	1	29	14	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
de	ADP	0	29	15	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
ocorrencia	NOUN	1	29	16	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
sem	SCONJ	0	29	17	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
dado	VERB	0	29	18	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	NOUN	1	29	19	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
ha	ADJ	0	29	20	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
porque	SCONJ	0	29	21	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
haver	VERB	0	29	22	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
mais	DET	0	29	23	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
policiamento	NOUN	1	29	24	eptvoficial quanto aos furtos da avenida d pedro i nada muda se nao haverem boletins de ocorrencia sem dado nao ha porque haver mais policiamento
nao	INTJ	1	30	0	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	1	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
mecanica	NOUN	1	30	2	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
n	PROPN	0	30	3	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
tava	AUX	1	30	4	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
sendo	AUX	0	30	5	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
assaltada	VERB	1	30	6	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nem	CCONJ	0	30	7	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nada	PRON	0	30	8	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
do	ADP	0	30	9	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
genero	PROPN	1	30	10	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
so	PROPN	0	30	11	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
tavam	VERB	1	30	12	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
arrumando	VERB	1	30	13	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	14	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
viatura	NOUN	1	30	15	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
mesmo	ADV	0	30	16	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
e	CCONJ	0	30	17	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
fizeram	VERB	0	30	18	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
um	DET	0	30	19	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
show	NOUN	0	30	20	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
com	ADP	0	30	21	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
direito	NOUN	0	30	22	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
a	DET	0	30	23	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
arma	NOUN	0	30	24	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
no	ADP	0	30	25	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
meio	NOUN	0	30	26	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
da	ADP	0	30	27	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
avenida	NOUN	0	30	28	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
kkkk	ADJ	1	30	29	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
imagina	VERB	1	30	30	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
se	PRON	0	30	31	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
atira	VERB	1	30	32	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
